太原,天津顶益食品,大专以上 | 全职 | 4K-6K,业务
天津,天津顶益食品,中专以上 | 全职 | 4.5-6千/月,康师傅业务代表
青岛,天津顶益食品,高中以上 | 全职 | 0.4-1万/月,康师傅业务代表 销售代表 渠道销售
北京,天津顶益食品,高中以上 | 实习 | 6-8千/月,康师傅朝阳海淀业务五险一金13薪
天津,天津顶益食品,本科以上 | 应届毕业生 | 实习 | 3-4.5千/月,制程品管实习生
呼和浩特,天津顶益食品,全职 | 3K-4.5K,康师傅销售五险一金
天津,天津顶益食品,高中以上 | 全职 | 4.5-5.5千/月,康师傅业务代表
北京,天津顶益食品,高中以上 | 全职 | 6-8千/月,康师傅方便面朝阳业务代表+五险一金13薪
北京,天津顶益食品,高中以上 | 全职 | 6-8千/月,康师傅海淀业务代表五险一金
北京,天津顶益食品,全职 | 6-8千/月,康师傅密云 平谷销售代表
天津,乐普,全职 | 3040-6800,视频审核岗
天津,天津津建保企律师事务所,大专以上 | 全职 | 6K-8K,律师助理-外勤
天津,天津津建保企律师事务所,大专以上 | 全职 | 2K-4K,法务专员
天津,天津津建保企律师事务所,全职 | 6K-8K,销售1
天津,天津津建保企律师事务所,全职 | 6K-8K,外勤1
天津,天津津建保企律师事务所,兼职 | 100元/天,兼职发单员
天津,天津津建保企律师事务所,大专以上 | 全职 | 4K-6K,法务助理
天津,天津津建保企律师事务所,大专以上 | 实习 | 2K-4K,实习律师 律师助理
天津,天津津建保企律师事务所,全职,2019招聘
天津,Mexarts 漾美,大专以上 | 3年以上 | 全职 | 8.4-13.2万元,客服经理
天津,Mexarts 漾美,大专以上 | 3年以上 | 全职 | 7.2-9.6万元,空间设计师
北京,Mexarts 漾美,本科以上 | 5-10年 | 全职 | 15000-20000,高级视觉经理
天津,Mexarts 漾美,大专以上 | 3-5年 | 全职 | 5000-10000,电商运营
天津,Mexarts 漾美,本科以上 | 5年以上 | 全职 | 9.6-12.0万元,文案策划经理
天津,Mexarts 漾美,大专以上 | 5年以上 | 全职 | 9.6-14.4万元,工程项目经理
北京,Mexarts 漾美,本科以上 | 5-10年 | 全职 | 15000-20000,品牌策划经理
天津,Mexarts 漾美,本科以上 | 5年以上 | 全职 | 28.8-43.2万元,市场总监
天津,Mexarts 漾美,大专以上 | 2年以上 | 全职 | 7.2-9.6万元,资深平面设计
天津,Mexarts 漾美,本科以上 | 5年以上 | 全职 | 12.0-18.0万元,法务经理
天津,Mexarts 漾美,大专以上 | 2年以上 | 全职 | 4.8-7.2万元,行政专员
天津,Mexarts 漾美,大专以上 | 5年以上 | 全职 | 6.0-8.4万元,会计
天津,Mexarts 漾美,大专以上 | 3-5年 | 全职 | 6000-10000,电商运营经理
天津,Mexarts 漾美,大专以上 | 5年以上 | 全职 | 9.6-12.0万元,招商经理
天津,Mexarts 漾美,本科以上 | 2年以上 | 全职 | 6.0-7.2万元,文案策划
烟台,绫致，BESTSELLER,高中以上 | 全职 | 3-5千/月,品牌服装诚聘店长
南京,绫致，BESTSELLER,本科以上 | 全职 | 0.6-1万/月,大区经理助理
北京,绫致，BESTSELLER,本科以上 | 5-7年经验 | 全职 | 1.5-2.6万/月,销售副总裁助理
北京,绫致，BESTSELLER,本科以上 | 2年工作经验 | 全职 | 6-8千/月,梭织买手 Woven buyer-Selected
北京,绫致，BESTSELLER,本科以上 | 2年经验 | 全职 | 6-8千/月,针织买手 Knit buyer-Selected
北京,绫致，BESTSELLER,大专以上 | 全职 | 4-8千/月,搭配顾问
青岛,绫致，BESTSELLER,大专以上 | 1年经验 | 全职 | 3-5千/月,零售助理
大连,绫致，BESTSELLER,全职 | 3-4.5千/月,男装品牌导购
大连,绫致，BESTSELLER,全职 | 4.5-6千/月,陈列师
大连,绫致，BESTSELLER,全职 | 4.5-6千/月,驻店陈列师
上海,绫致，BESTSELLER,兼职 | 2000-3000元,人事行政实习生
天津,绫致，BESTSELLER,全职 | 3-4.5千/月,账库管理员
青岛,绫致，BESTSELLER,大专以上 | 2年经验 | 全职 | 4-8千/月,区域销售经理
青岛,绫致，BESTSELLER,中专以上 | 全职 | 3-6千/月,销售顾问
青岛,绫致，BESTSELLER,大专以上 | 2年工作经验 | 全职 | 4-7千/月,服装陈列师
天津,中国建筑六局,本科以上 | 全职 | 10K-15K,体系策划与管理岗
北京,融创,本科以上 | 5年以上 | 全职 | 12.0-31.2万元,企划经理
郑州,融创,本科以上 | 全职 | 12.0-18.0万元,景观设计经理
武汉,融创,本科以上 | 3年以上 | 全职,精装工程主管经理
杭州,融创,本科以上 | 实习 | 2.5-3.5千/月,人力资源实习生
杭州,融创,实习 | 2-3千/月,土建工程实习生
杭州,融创,本科以上 | 实习 | 2.5-3.5千/月,行政实习生
--,融创,本科以上 | 3年以上 | 全职 | 28.8-48.0万元,财务经理
济南,融创,高中以上 | 全职 | 2000-3999,渠道专员
杭州,融创,实习 | 2-3千/月,客户关系实习生
杭州,融创,实习 | 2-3千/月,成本管理实习生
杭州,融创,实习 | 2-3千/月,财务管理实习生
杭州,融创,实习 | 2-3千/月,法律事务实习生
杭州,融创,实习 | 2-3千/月,运营管理实习生
北京,融创,本科以上 | 3年以上 | 全职 | 12.0-18.0万元,销管专员主管
哈尔滨,融创,大专以上 | 2年以上 | 全职 | 6.0-12.0万元,大客户经理
青岛,力神电池,大专以上 | 2年经验 | 全职 | 3-4.5千/月,设备技术员
天津,力神电池,本科以上 | 3-5年 | 全职 | 100000~120000,软件工程师
天津,力神电池,本科以上 | 0-2年 | 全职 | 50000~70000,电路工程师
天津,力神电池,本科以上 | 0-2年 | 全职 | 70000~100000,锂一次电池研发工程师
天津,力神电池,本科以上 | 3-5年 | 全职 | 100000~120000,电气工程师
天津,力神电池,本科以上 | 0-2年 | 全职 | 50000~70000,设备工程师
天津,力神电池,本科以上 | 0-2年 | 全职 | 50000~70000,质量工程师
天津,力神电池,本科以上 | 0-2年 | 全职 | 50000~70000,销售工程师
天津,力神电池,本科以上 | 0-2年 | 全职 | 50000~70000,测试验证工程师
天津,力神电池,本科以上 | 0-2年 | 全职 | 50000~70000,工艺工程师
天津,力神电池,本科以上 | 3-5年 | 全职 | 100000~120000,结构工程师
天津,力神电池,本科以上 | 0-2年 | 全职 | 70000~100000,成本会计
天津,力神电池,本科以上 | 0-2年 | 全职 | 70000~100000,销售代表
天津,力神电池,本科以上 | 1年工作经验 | 全职 | 4.5-6千/月,测试工程师
天津,力神电池,3-5年 | 全职 | 110000~180000,市场营销经理
西宁,天津市康婷生物工程集团有限公司,大专以上 | 1-3年 | 全职 | 3K-5K,青海分公司专员
西宁,天津市康婷生物工程集团有限公司,3-5年 | 全职 | 6K-8K,青海分公司外事主任
长春,天津市康婷生物工程集团有限公司,大专以上 | 3-5年 | 全职 | 6K-8K,吉林分公司外事主任
天津,天津市康婷生物工程集团有限公司,大专以上 | 全职 | 5-8千/月,QC主管
天津,天津市康婷生物工程集团有限公司,大专以上 | 全职 | 3.5-7千/月,IQC专员
天津,天津市康婷生物工程集团有限公司,大专以上 | 全职 | 3-7千/月,QA专员
天津,天津市康婷生物工程集团有限公司,本科以上 | 2年经验 | 全职 | 3-5千/月,检测中心检测人员
天津,天津市康婷生物工程集团有限公司,大专以上 | 2年经验 | 全职 | 3-6千/月,化验员
天津,天津市康婷生物工程集团有限公司,本科以上 | 全职 | 0.3-1.5万/月,研究员
天津,天津市康婷生物工程集团有限公司,本科以上 | 1年经验 | 全职 | 0.3-1万/月,技术员
天津,天津市康婷生物工程集团有限公司,本科以上 | 全职 | 3-6千/月,化妆品研发
天津,天津市康婷生物工程集团有限公司,高中以上 | 2年经验 | 全职 | 4-6千/月,维修工-动力部
天津,天津市康婷生物工程集团有限公司,大专以上 | 2年经验 | 全职 | 4-6千/月,环境管理
天津,天津市康婷生物工程集团有限公司,全职 | 3.4-4千/月,计量器具管理员
天津,天津市康婷生物工程集团有限公司,大专以上 | 全职 | 0.3-1万/月,质量保证专员
天津,忠旺集团,大专以上 | 全职 | 4000-5999,电气技术员
天津,忠旺集团,本科以上 | 全职 | 4000-5999,材料管培生
芜湖,忠旺集团,6-20 年 | 全职 | 1.2-2万/月,挤压项目部长
天津,忠旺集团,大专以上 | 8年以上 | 全职 | 8千以上/月,安全部长
长沙,三一重工,硕士以上 | 8年以上 | 全职,控制专家控制所所长
长沙,三一重工,本科以上 | 8年以上 | 全职 | 18.0-30.0万元,软件架构师
珠海,三一重工,本科以上 | 3年以上 | 全职 | 10.4-19.5万元,招标商务工程师
长沙,三一重工,本科以上 | 3年以上 | 全职 | 24.0-48.0万元,人工智能项目经理
长沙,三一重工,本科以上 | 3年以上 | 全职 | 12.0-36.0万元,FICO顾问
长沙,三一重工,本科以上 | 5年以上 | 全职,JAVA开发工程师
长沙,三一重工,1年工作经验 | 全职 | 0.8-1万/月,工作秘书
苏州,三一重工,本科以上 | 15年以上 | 全职,国际装载机项目经理
苏州,三一重工,本科以上 | 5年以上 | 全职,招聘专员
北京,三一重工,硕士以上 | 3年以上 | 全职 | 20.4-44.4万元,自动驾驶SLAM算法工程师
长沙,三一重工,本科以上 | 应届毕业生 | 全职 | 6.0-9.6万元,人事专员
苏州,三一重工,本科以上 | 10年以上 | 全职 | 15.6-21.6万元,液压专家
珠海,三一重工,本科以上 | 3年以上 | 全职 | 9.6-12.0万元,场桥机械工程师
长沙,三一重工,本科以上 | 3年以上 | 全职 | 12.0-18.0万元,测试工程师试验工程师
常德,三一重工,本科以上 | 3年以上 | 全职 | 4.8-7.2万元,会计
昆明,新城控股,本科以上 | 5年以上 | 全职 | 24.0-36.0万元,前期经理
昆明,新城控股,大专以上 | 2年以上 | 全职 | 4.8-7.2万元,设计文员
深圳,新城控股,本科以上 | 5年以上 | 全职,税务高级专业经理
西安,新城控股,本科以上 | 5年以上 | 全职,安装主管
湖州,新城控股,大专以上 | 3年以上 | 全职 | 12.0-18.0万元,报批报建主管
深圳,新城控股,本科以上 | 3年以上 | 全职,销售管理主管
上饶,新城控股,大专以上 | 6年以上 | 全职 | 15.6-19.2万元,土建工程师
江门,新城控股,本科以上 | 5年以上 | 全职 | 36.0-48.0万元,投资拓展经理
镇江,新城控股,本科以上 | 5年以上 | 全职,土建工程师
扬州,新城控股,大专以上 | 1年以上 | 全职 | 4-7万,销售助理
内江,新城控股,本科以上 | 5年以上 | 全职 | 12.0-18.0万元,行政人事经理内江
银川,新城控股,本科以上 | 5年以上 | 全职 | 12.0-18.0万元,行政人事经理银川
长沙,新城控股,本科以上 | 3年以上 | 全职 | 16.0-24.0万元,项目客服经理
钦州,新城控股,大专以上 | 5年以上 | 全职 | 24.0-36.0万元,客服经理
连云港,新城控股,本科以上 | 3年以上 | 全职 | 14.4-24.0万元,土建造价主管经理
上海,大疆,本科以上 | 5年以上 | 全职 | 36.0-48.0万元,项目管理经理
上海,大疆,大专以上 | 1-3年 | 全职 | 6000-8000元,旗舰店技术支持专员
深圳,大疆,全职,GPU并行计算工程师
深圳,大疆,硕士以上 | 3-5年 | 全职 | 20000-30000元,通信软件工程师
西安,大疆,本科以上 | 1-3年 | 全职 | 4000-6000元,客服专员 助理
深圳,大疆,大专以上 | 全职 | 0.6-1万/月,助理测试工程师
深圳,大疆,本科以上 | 2年经验 | 全职 | 1-1.6万/月,销售专员
西安,大疆,本科以上 | 1-3年 | 全职 | 4000-8000元,客诉专员 助理
上海,大疆,本科以上 | 5-10年 | 全职 | 25000-50000元,高级相机测试开发工程师
上海,大疆,5-10年 | 全职 | 30000-60000元,高级嵌入式测试开发工程师
西安,大疆,本科以上 | 3年以上 | 全职 | 9.6-14.4万元,助理技术服务主管
上海,大疆,本科以上 | 3-5年 | 全职 | 20000-35000元,高级雷达测试工程师
深圳,大疆,本科以上 | 2年以上 | 全职,数据分析师
上海,大疆,本科以上 | 全职,人力资源专员
深圳,大疆,本科以上 | 3年以上 | 全职,高级ios开发工程师
上海,B站，哔哩哔哩,本科以上 | 2年以上 | 全职,后端开发工程师
上海,B站，哔哩哔哩,本科以上 | 3-5年 | 全职 | 20000-40000,高级社区产品经理
上海,B站，哔哩哔哩,本科以上 | 5年以上 | 全职 | 30.0-60.0万元,资深SRE工程师
上海,B站，哔哩哔哩,本科以上 | 3年以上 | 全职 | 13.0-26.0万元,付费运营
上海,B站，哔哩哔哩,本科以上 | 3年以上 | 全职 | 13.0-26.0万元,数据运营
上海,B站，哔哩哔哩,大专以上 | 2年以上 | 全职,资深市场经理
上海,B站，哔哩哔哩,全职 | 10000-20000元,内容运营-设计师
上海,B站，哔哩哔哩,硕士以上 | 3-5年 | 全职 | 30000-50000,研发工程师
上海,B站，哔哩哔哩,全职 | 4000-8000元,审核质检
上海,B站，哔哩哔哩,本科以上 | 3年以上 | 全职 | 15.0-30.0万元,内容运营
上海,B站，哔哩哔哩,全职 | 4000-6000元,社区运营专员
上海,B站，哔哩哔哩,大专以上 | 1年以上 | 全职 | 8.4-11.2万元,广告风控运营专员
北京,B站，哔哩哔哩,大专以上 | 3年以上 | 全职 | 12.0-18.0万元,华北直客销售
上海,B站，哔哩哔哩,本科以上 | 3年以上 | 全职 | 11.2-21.0万元,直播运营策划
上海,B站，哔哩哔哩,本科以上 | 1年以上 | 全职 | 18.0-36.0万元,Java开发工程师
杭州,网易,本科以上 | 5-10年 | 全职 | 25000-50000元,java开发专家 架构师-网易考拉
广州,网易,大专以上 | 5年以上 | 全职 | 27.0-54.0万元,七鱼资深销售经理
杭州,网易,本科以上 | 5年以上 | 全职 | 36.0-72.0万元,资深android开发工程师
杭州,网易,本科以上 | 3-5年 | 全职 | 25000-50000元,高级IOS工程师
杭州,网易,本科以上 | 3-5年 | 全职 | 25000-50000元,网易云音乐资深前端开发工程师
杭州,网易,本科以上 | 5-10年 | 全职 | 25000-50000,unity客户端开发工程师
杭州,网易,本科以上 | 3-5年 | 全职 | 25000-50000元,资深游戏技术美术工程师
杭州,网易,本科以上 | 3-5年 | 全职 | 20000-40000元,UE4客户端开发工程师
杭州,网易,本科以上 | 3年以上 | 全职,游戏引擎开发工程师
杭州,网易,本科以上 | 4年以上 | 全职,游戏服务器开发工程师
杭州,网易,本科以上 | 5-10年 | 全职 | 25000-50000元,资深服务器开发工程师
杭州,网易,本科以上 | 3年以上 | 全职 | 30.0-60.0万元,数据仓库工程师
杭州,网易,本科以上 | 5-10年 | 全职 | 25000-50000元,网易云音乐算法专家
广州,网易,本科以上 | 1-3年 | 全职 | 15000-30000元,iOS高级开发工程师
广州,网易,本科以上 | 1年以上 | 全职 | 18.0-45.0万元,Android高级开发工程师
北京,字节跳动,本科以上 | 3-5年 | 全职 | 20000-40000元,策略内容产品经理
北京,字节跳动,本科以上 | 应届毕业生 | 实习 | 150-200元/天,产品运营实习生-标注 审核方向
北京,字节跳动,本科以上 | 实习 | 3-4千/月,商业化运营实习生
北京,字节跳动,本科以上 | 全职 | 30000-50000元,国际化产品经理
上海,字节跳动,本科以上 | 1-3年 | 全职 | 6000-12000元,金融大客户广告销售经理
北京,字节跳动,本科以上 | 3年以上 | 全职 | 24.0-48.0万元,产品战略分析经理
上海,字节跳动,本科以上 | 1年以上 | 全职 | 7.2-14.4万元,网服大客户广告销售经理
上海,字节跳动,本科以上 | 1年以上 | 全职 | 7.2-14.4万元,品牌大客户广告销售经理
北京,字节跳动,本科以上 | 全职 | 35000-55000元,资深推荐算法工程师-电商
杭州,字节跳动,大专以上 | 1-3年 | 全职 | 10000-20000元,商务拓展专员
杭州,字节跳动,大专以上 | 2年经验 | 全职 | 0.6-1万/月,增值运营专员
杭州,字节跳动,大专以上 | 1年以上 | 全职 | 24.0-48.0万元,商务BD
北京,字节跳动,本科以上 | 3年以上 | 全职,经营分析师
北京,字节跳动,本科以上 | 1年以上 | 全职 | 18.0-36.0万元,产品战略分析师
北京,字节跳动,本科以上 | 3-5年 | 全职 | 15000-30000元,国际化产品战略经理
深圳,腾讯,本科以上 | 1-3年 | 全职 | 18000-35000元,企鹅号产品运营经理-深圳
广州,腾讯,本科以上 | 1-3年 | 全职 | 15000-30000元,WXG10-116企业微信测试开发工程师
深圳,腾讯,本科以上 | 3-5年 | 全职 | 3000-6000,java高级工程师
深圳,腾讯,本科以上 | 1-3年 | 全职 | 18000-36000元,TEG13-C++后台开发工程师
深圳,腾讯,本科以上 | 1-3年 | 全职 | 17000-34000,微信游戏后台开发工程师
深圳,腾讯,本科以上 | 5年以上 | 全职,23671企鹅号海外内容产品内容运营leader
广州,腾讯,本科以上 | 3-5年 | 全职 | 15000-24000元,WXG02-115微信运营平台web前端工程师
深圳,腾讯,本科以上 | 3-4年工作经验 | 全职 | 20000-40000,SNG11-高级Web前端开发工程师
广州,腾讯,本科以上 | 1-3年 | 全职 | 8000-16000元,WXG08-511微信事业群部门秘书
深圳,腾讯,本科以上 | 3-5年 | 全职 | 20000-35000元,CDC视觉设计师
深圳,腾讯,本科以上 | 1-3年 | 全职 | 18000-35000元,CDC多媒体设计
广州,腾讯,本科以上 | 3-5年 | 全职 | 18000-25000元,WXG08-212微信看一看产品策划经理
深圳,腾讯,本科以上 | 3-5年 | 全职 | 20000-25000元,浏览器推荐产品经理
深圳,腾讯,本科以上 | 3-5年 | 全职 | 20000-25000元,浏览器游戏平台运营经理
深圳,腾讯,本科以上 | 3-5年 | 全职 | 20000-40000元,WXG06-113微信支付商户基础开发工程师
德州,天士力医药,大专以上 | 2年经验 | 全职 | 3-4.5千/月,医药销售代表-OTC
济南,天士力医药,大专以上 | 2年经验 | 全职 | 3-4.5千/月,医药销售代表-OTC
济南,天士力医药,大专以上 | 2年经验 | 全职 | 3-4.5千/月,医药销售代表
北京,天士力医药,大专以上 | 实习 | 2-6千/月,医药销售代表
北京,天士力医药,大专以上 | 实习 | 2-6千/月,OTC销售代表
济南,天士力医药,大专以上 | 3-4年经验 | 全职 | 3-4.5千/月,行政司机
聊城,天士力医药,全职 | 1-1.5万/月,医药销售代表
泉州,天士力医药,大专以上 | 全职 | 6千-1.2万,医药代表
保定,天士力医药,大专以上 | 实习 | 1.5-2千/月,天津天士力医药商业有限公司-河北大区
重庆,天士力医药,全职 | 3.6-7K,销售代表
郑州,天士力医药,全职 | 0.8-1万/月,临床医药代表
仙桃,天士力医药,全职 | 3-4.5千/月,医药代表
西安,天士力医药,本科以上 | 全职 | 4.5-6千/月,医学信息沟通专员
昆明,天士力医药,大专以上 | 应届毕业生 | 全职 | 6-8千/月,天士力OTC医药代表
日照,天士力医药,大专以上 | 2年经验 | 全职 | 3-4.5千/月,医药销售代表-OTC
杭州,阿里,本科以上 | 5-10年 | 全职 | 30000-50000元,Java开发专家
上海,阿里,本科以上 | 5-10年 | 全职 | 30000-45000元,蚂蚁金服-java开发专家
防城港,阿里,本科以上 | 3年以上 | 全职,CBU数字营销部0302北京技术专场数据方向
成都,阿里,本科以上 | 3-5年 | 全职 | 20000-35000元,蚂蚁金服-高级java研发工程师 专家-成都
成都,阿里,本科以上 | 3-5年 | 全职 | 20000-35000元,蚂蚁金服-高级测试开发工程师 专家-成都
--,阿里,本科以上 | 3年以上 | 全职,口碑KABD华南
北京,阿里,本科以上 | 2年以上 | 全职,阿里文娱搜索系统平台开发专家相关性
杭州,阿里,3-5年 | 全职 | 30000-50000元,开发测试
杭州,阿里,本科以上 | 3-5年 | 全职 | 20000-30000,后端开发
杭州,阿里,全职 | 30000-60000元,蚂蚁金服-技术风险研发 架构岗
上海,阿里,大专以上 | 3年以上 | 全职,盒马鲜花采销专家上海
北京,阿里,本科以上 | 3年以上 | 全职,阿里集团云栖社区产品与流量运营专家北京
杭州,阿里,本科以上 | 3-5年 | 全职 | 20000-40000,高级测试开发工程师 测试专家
上海,阿里,本科以上 | 3-5年 | 全职 | 25000-50000元,支付宝高级测试开发工程师 测试专家
杭州,阿里,本科以上 | 8年以上 | 全职,盒马生鲜采购专家杭州
